Age,Workclass,Education,Marital-status,Occupation,Gender,Capital-gain,Capital-loss,Hours-per-Week,Country,Income
23, Private, HS-grad,Never-married, Machine-op-inspct, Male,0,0,40, Philippines, <=50K
58, Private, Bachelors,Married, Prof-specialty, Male,0,0,40, United-States, >50K
40, Private, Bachelors,Married, Prof-specialty, Male,0,0,45, United-States, <=50K
64, Private, Some-college,Married, Exec-managerial, Female,10566,0,35, United-States, <=50K
66, Private, 11th,Married, Craft-repair, Male,0,0,820, United-States, <=50K
42, Private, HS-grad,Married, Sales, Male,0,0,40, United-States, <=50K
55, Private, Some-college,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
53, Private, Some-college,Married, Exec-managerial, Male,0,1977,40, United-States, >50K
25, Private, HS-grad,Married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
39, Private, Some-college,Never-married, Tech-support, Female,0,0,40, United-States, <=50K
20, Private, HS-grad,Never-married, Other-service, Male,0,0,40, United-States, <=50K
32, Private, HS-grad,Married, Other-service, Male,0,0,54, United-States, <=50K
28, Private, Bachelors,Never-married, Sales, Male,0,0,65, United-States, <=50K
23,Government, Assoc-acdm,Never-married, Exec-managerial, Female,0,0,40, Poland, <=50K
18, Private, HS-grad,Never-married, Other-service, Male,0,0,25, United-States, <=50K
43, Self-emp-not-inc, HS-grad,Married, Exec-managerial, Male,0,0,35, United-States, >50K
29, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
32, Private, Some-college,Married, Protective-serv, Male,0,0,46, Dominican-Republic, <=50K
31,Government, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
60, Private, 5th-6th,Married, Craft-repair, Male,0,0,40, Mexico, <=50K
42, Private, Some-college,Married, Transport-moving, Male,0,0,50, United-States, <=50K
46, Private, Masters,Married, Exec-managerial, Male,0,0,50, United-States, >50K
38, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, >50K
18, Private, 11th,Never-married, Other-service, Female,0,0,19, United-States, <=50K
31, Private, HS-grad,Never-married, Sales, Female,0,0,40, United-States, <=50K
54, Private, HS-grad,Married, Sales, Male,4064,0,55, United-States, <=50K
46, Private, Some-college,Married, Sales, Male,0,2042,50, United-States, <=50K
27, Self-emp-not-inc, HS-grad,Never-married, Farming-fishing, Male,0,0,80, United-States, <=50K
50,Government, Bachelors,Married, Prof-specialty, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc, 7th-8th,Married, Farming-fishing, Male,0,0,56, United-States, <=50K
36,Government, Masters,Never-married, Prof-specialty, Female,0,0,40, United-States, <=50K
25, Private, HS-grad,Divorced, Other-service, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad,Never-married, Farming-fishing, Male,0,0,25, United-States, <=50K
60,Government, Some-college,Married, Other-service, Male,0,0,60, Philippines, <=50K
45,Government, 9th,Never-married, Other-service, Male,0,0,40, United-States, <=50K
21, Private, Some-college,Never-married, Tech-support, Male,0,1602,16, United-States, <=50K
42, Private, HS-grad,Divorced, Transport-moving, Male,0,1980,46, United-States, <=50K
38, Private, HS-grad,Married, Craft-repair, Male,0,0,50, United-States, <=50K
22, ?, Some-college,Never-married, ?, Male,0,0,40, United-States, <=50K
19, Private, HS-grad,Never-married, Exec-managerial, Male,0,0,32, United-States, <=50K
23, Private, Some-college,Never-married, Adm-clerical, Male,0,0,40, United-States, <=50K
24, Private, Some-college,Never-married, Handlers-cleaners, Female,0,0,30, United-States, <=50K
30, Private, Assoc-acdm,Divorced, Sales, Male,0,0,52, United-States, <=50K
62, Private, Some-college,Married, Exec-managerial, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Prof-school,Never-married, Prof-specialty, Male,0,0,20, United-States, <=50K
42,Government, Bachelors,Married, Exec-managerial, Male,0,0,52, United-States, >50K
33, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Doctorate,Married, Prof-specialty, Male,0,0,50, ?, >50K
35, Private, Bachelors,Divorced, Prof-specialty, Female,0,0,32, United-States, <=50K
33, Private, HS-grad,Divorced, Sales, Male,0,0,40, United-States, <=50K
45, Private, HS-grad,Divorced, Sales, Female,0,0,55, United-States, <=50K
62, Private, Bachelors,Married, Adm-clerical, Female,0,0,30, United-States, >50K
24, Private, HS-grad,Never-married, Exec-managerial, Male,0,0,40, United-States, <=50K
50,Government, Some-college,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
54, Private, Bachelors,Married, Prof-specialty, Male,0,0,40, United-States, >50K
58, Private, 7th-8th,Divorced, Machine-op-inspct, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad,Married, Craft-repair, Male,0,0,50, United-States, <=50K
32, Private, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
27, Private, Bachelors,Married, Prof-specialty, Male,0,0,40, United-States, <=50K
27, Private, HS-grad,Married, Transport-moving, Male,3908,0,35, United-States, <=50K
20, Private, Some-college,Never-married, Other-service, Male,0,0,60, United-States, <=50K
64, Private, 7th-8th,Married, Craft-repair, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Masters,Divorced, Sales, Female,0,0,40, United-States, <=50K
46, Private, HS-grad,Divorced, Tech-support, Female,0,0,43, United-States, <=50K
45, Private, Some-college,Married, Transport-moving, Male,0,0,55, United-States, <=50K
26, Private, HS-grad,Never-married, Transport-moving, Male,0,0,40, United-States, <=50K
36, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
25, Private, Bachelors,Never-married, Sales, Female,0,1876,40, United-States, <=50K
58, Private, 10th,Married, Transport-moving, Male,0,1887,40, United-States, >50K
39, Self-emp-inc, Bachelors,Married, Exec-managerial, Male,0,0,45, United-States, <=50K
47, Private, HS-grad,Divorced, Priv-house-serv, Female,0,0,45, Thailand, <=50K
35, Private, Masters,Married, Machine-op-inspct, Male,0,0,48, United-States, <=50K
38, Private, HS-grad,Married, Exec-managerial, Male,0,0,40, United-States, <=50K
50, Private, 11th,Married, Craft-repair, Male,0,0,40, United-States, <=50K
36, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,38, United-States, <=50K
28, Private, 5th-6th,Never-married, Craft-repair, Male,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, HS-grad,Married, Machine-op-inspct, Female,0,0,45, United-States, <=50K
40, Private, HS-grad,Divorced, Protective-serv, Female,0,0,40, United-States, <=50K
55, Private, Some-college,Married, Craft-repair, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, HS-grad,Never-married, Farming-fishing, Male,0,0,45, United-States, <=50K
33, Private, HS-grad,Married, Craft-repair, Male,0,0,45, United-States, <=50K
19, ?, Some-college,Never-married, ?, Female,0,0,30, Japan, <=50K
32, Private, Bachelors,Married, Exec-managerial, Male,7688,0,40, United-States, >50K
45,Government, Masters,Married, Prof-specialty, Male,0,0,10, United-States, >50K
23, Private, HS-grad,Never-married, Handlers-cleaners, Male,0,0,25, United-States, <=50K
31, Private, Assoc-voc,Never-married, Protective-serv, Male,0,0,40, United-States, <=50K
22, Private, Some-college,Never-married, Other-service, Female,0,0,40, Philippines, <=50K
59, Private, HS-grad,Divorced, Handlers-cleaners, Male,0,0,40, United-States, <=50K
32, Private, Some-college,Never-married, Craft-repair, Male,0,0,38, United-States, <=50K
49,Government, Some-college,Never-married, Adm-clerical, Female,0,0,40, United-States, <=50K
22, Private, Some-college,Never-married, Adm-clerical, Male,0,0,30, United-States, <=50K
26, Private, Some-college,Never-married, Adm-clerical, Male,0,0,30, United-States, <=50K
23,Government, Some-college,Married, Adm-clerical, Male,0,0,40, Vietnam, <=50K
55, Self-emp-not-inc, Some-college,Married, Sales, Female,0,0,50, United-States, <=50K
47, Private, HS-grad,Married, Exec-managerial, Male,0,0,49, United-States, >50K
44, Private, HS-grad,Married, Transport-moving, Male,0,0,40, United-States, <=50K
27, Private, Some-college,Never-married, Other-service, Male,0,0,24, United-States, <=50K
40,Government, Masters,Married, Prof-specialty, Female,15024,0,37, United-States, >50K
32, Self-emp-not-inc, Bachelors,Married, Prof-specialty, Female,0,0,8, United-States, >50K
20, Private, Some-college,Never-married, Machine-op-inspct, Male,0,0,40, Vietnam, <=50K
84,Government, HS-grad,Divorced, Exec-managerial, Female,0,0,33, United-States, <=50K
40, Private, Some-college,Divorced, Craft-repair, Male,0,0,50, United-States, <=50K
37, Private, Bachelors,Never-married, Sales, Female,0,0,40, United-States, <=50K
44, Private, Some-college,Divorced, Transport-moving, Male,0,1380,40, United-States, <=50K
47, Private, Some-college,Divorced, Exec-managerial, Female,0,0,40, Germany, <=50K
62, Self-emp-not-inc, Some-college,Married, Sales, Male,0,0,25, United-States, <=50K
19, ?, Some-college,Never-married, ?, Female,0,0,40, United-States, <=50K
47, Private, HS-grad,Never-married, Transport-moving, Male,0,0,45, United-States, <=50K
44,Government, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
26,Government, Bachelors,Married, Adm-clerical, Male,0,0,41, United-States, <=50K
36, Private, Some-college,Married, Craft-repair, Male,0,0,40, United-States, <=50K
52, Private, 11th,Married, Other-service, Male,0,0,40, United-States, <=50K
33, Private, Some-college,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
48, ?, HS-grad,Married, ?, Male,0,0,40, United-States, <=50K
33, Private, HS-grad,Married, Transport-moving, Male,0,0,40, United-States, <=50K
25, Private, Bachelors,Married, Exec-managerial, Male,0,0,20, United-States, <=50K
62, Private, Bachelors,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
38, Private, Some-college,Married, Craft-repair, Male,0,0,40, United-States, <=50K
46, Private, HS-grad,Married, Farming-fishing, Male,0,0,65, United-States, <=50K
18, ?, Some-college,Never-married, ?, Female,0,0,40, United-States, <=50K
46, Private, Bachelors,Married, Exec-managerial, Male,0,0,44, United-States, >50K
38, Private, HS-grad,Divorced, Other-service, Female,0,0,70, United-States, <=50K
52, Private, Some-college,Married, Adm-clerical, Male,0,0,40, United-States, >50K
63, Self-emp-not-inc, 7th-8th,Married, Exec-managerial, Male,0,0,15, United-States, <=50K
49, Private, Some-college,Married, Machine-op-inspct, Male,0,0,43, United-States, <=50K
17,Government, 11th,Never-married, Adm-clerical, Female,0,0,12, United-States, <=50K
33, Private, HS-grad,Never-married, Other-service, Female,0,0,35, United-States, <=50K
70, Self-emp-not-inc, HS-grad,Divorced, Other-service, Female,2329,0,20, United-States, <=50K
19, Private, Some-college,Never-married, Other-service, Female,0,0,15, United-States, <=50K
27, ?, HS-grad,Married, ?, Female,0,0,40, United-States, >50K
61, Private, Some-college,Married, Sales, Male,0,0,40, United-States, <=50K
33, Private, Bachelors,Married, Prof-specialty, Male,0,0,25, United-States, >50K
46, Self-emp-inc, Bachelors,Married, Sales, Male,0,1902,42, ?, >50K
29, Private, 10th,Divorced, Farming-fishing, Female,0,0,40, Guatemala, <=50K
40,Government, Some-college,Divorced, Transport-moving, Male,6849,0,40, United-States, <=50K
43,Government, HS-grad,Married, Transport-moving, Male,0,0,38, United-States, >50K
24, Private, HS-grad,Never-married, Sales, Male,0,0,40, United-States, <=50K
29, Private, Some-college,Married, Craft-repair, Male,0,0,60, United-States, <=50K
61, Self-emp-not-inc, HS-grad,Married, Other-service, Female,0,0,17, United-States, <=50K
48, Private, 11th,Divorced, Other-service, Female,0,0,34, United-States, <=50K
19, Private, Some-college,Never-married, Handlers-cleaners, Male,0,0,20, United-States, <=50K
30, Private, Some-college,Never-married, Machine-op-inspct, Female,0,0,40, United-States, <=50K
24, Private, Some-college,Never-married, Other-service, Male,0,0,30, United-States, <=50K
39,Government, Masters,Never-married, Prof-specialty, Female,0,0,43, United-States, <=50K
46, Self-emp-inc, Some-college,Divorced, Exec-managerial, Female,2036,0,60, United-States, <=50K
40, Private, HS-grad,Married, Sales, Male,0,0,72, United-States, >50K
27,Government, Bachelors,Never-married, Prof-specialty, Female,0,0,40, United-States, <=50K
25, Private, Masters,Never-married, Prof-specialty, Female,0,0,40, United-States, <=50K
31, Private, 11th,Never-married, Craft-repair, Male,0,2001,40, United-States, <=50K
58, Private, Bachelors,Divorced, Transport-moving, Male,0,0,45, United-States, <=50K
33, Private, HS-grad,Married, Exec-managerial, Female,0,0,42, Canada, >50K
40, Private, HS-grad,Divorced, Other-service, Female,0,0,25, United-States, <=50K
40, Self-emp-inc, Masters,Married, Sales, Male,0,0,70, United-States, >50K
31, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
33, Private, HS-grad,Divorced, Other-service, Female,0,0,48, China, <=50K
49, Private, Assoc-acdm,Married, Sales, Male,0,0,45, United-States, <=50K
24, Private, Assoc-voc,Never-married, Tech-support, Male,0,0,40, United-States, <=50K
46, Private, HS-grad,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
58,Government, Masters,Married, Prof-specialty, Male,0,0,40, United-States, >50K
20, Private, Some-college,Never-married, Sales, Female,0,0,20, United-States, <=50K
65, ?, HS-grad,Divorced, ?, Male,0,0,40, United-States, <=50K
43, Private, Some-college,Married, Adm-clerical, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters,Married, Sales, Male,0,0,50, India, <=50K
41, Private, Some-college,Married, Transport-moving, Male,0,0,54, United-States, <=50K
27,Government, Some-college,Divorced, Other-service, Female,0,0,30, United-States, <=50K
52, ?, Some-college,Married, ?, Male,0,0,12, United-States, <=50K
26, Private, HS-grad,Never-married, Other-service, Male,0,0,60, ?, <=50K
52,Government, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
52,Government, Some-college,Divorced, Exec-managerial, Female,0,0,38, United-States, <=50K
19, Private, HS-grad,Never-married, Other-service, Male,0,0,30, United-States, <=50K
39,Government, Some-college,Divorced, Prof-specialty, Female,0,0,45, United-States, <=50K
47, Private, Some-college,Divorced, Other-service, Female,0,0,40, United-States, <=50K
27, Private, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
48, Private, Some-college,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
50, Private, HS-grad,Divorced, Other-service, Female,0,0,35, United-States, <=50K
60, Private, Some-college,Married, Transport-moving, Male,0,0,60, United-States, <=50K
28, Private, Assoc-acdm,Married, Tech-support, Male,0,0,45, United-States, >50K
47,Government, HS-grad,Divorced, Other-service, Female,0,0,40, United-States, <=50K
69, ?, Bachelors,Married, ?, Male,0,0,20, United-States, <=50K
40, Self-emp-not-inc, HS-grad,Married, Craft-repair, Male,0,0,66, South, <=50K
37, Private, HS-grad,Never-married, Handlers-cleaners, Female,3887,0,40, Nicaragua, <=50K
41,Government, Masters,Never-married, Prof-specialty, Male,0,0,40, United-States, <=50K
38, Private, HS-grad,Married, Adm-clerical, Male,0,0,48, Trinadad&Tobago, <=50K
46,Government, Assoc-voc,Divorced, Tech-support, Female,0,0,30, United-States, <=50K
21, Self-emp-not-inc, Some-college,Never-married, Adm-clerical, Male,0,0,30, United-States, <=50K
44, Private, Masters,Divorced, Sales, Female,0,0,48, United-States, <=50K
38, ?, 10th,Divorced, ?, Male,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Some-college,Married, Adm-clerical, Female,0,0,35, United-States, >50K
42, Private, Doctorate,Married, Other-service, Male,27828,0,60, ?, >50K
42,Government, Some-college,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
56, Private, Bachelors,Never-married, Exec-managerial, Female,0,0,45, United-States, >50K
32, Private, Bachelors,Never-married, Prof-specialty, Male,0,0,40, United-States, <=50K
24, Private, Bachelors,Married, Other-service, Male,0,0,33, United-States, <=50K
26, Private, Some-college,Married, Sales, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors,Never-married, Sales, Female,2174,0,50, United-States, <=50K
49, Private, 11th,Never-married, Other-service, Male,0,0,60, United-States, <=50K
65, Private, HS-grad,Married, Exec-managerial, Male,0,0,40, United-States, >50K
73,Government, 7th-8th,Divorced, Other-service, Female,0,0,40, United-States, <=50K
34, Private, 11th,Married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
22, Private, Bachelors,Never-married, Adm-clerical, Female,0,0,40, United-States, <=50K
49,Government, Some-college,Never-married, Other-service, Female,0,0,30, United-States, <=50K
25, Private, 11th,Never-married, Other-service, Female,0,0,32, United-States, <=50K
39, Private, 9th,Married, Transport-moving, Male,0,0,25, United-States, <=50K
19, Private, 11th,Never-married, Craft-repair, Male,0,0,56, United-States, <=50K
24, Private, 10th,Married, Machine-op-inspct, Female,0,0,40, United-States, <=50K
34, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,35, United-States, <=50K
35, ?, HS-grad,Divorced, ?, Female,0,0,38, United-States, <=50K
21, Private, HS-grad,Never-married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
43, Private, Masters,Divorced, Other-service, Female,0,0,40, United-States, <=50K
35,Government, Bachelors,Never-married, Tech-support, Male,0,0,28, ?, <=50K
39, Private, Some-college,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
48, ?, Bachelors,Married, ?, Male,0,0,80, United-States, >50K
33, Self-emp-not-inc, Assoc-acdm,Never-married, Other-service, Male,0,0,32, United-States, <=50K
19, Private, Some-college,Never-married, Other-service, Female,0,0,26, United-States, <=50K
17, Private, 10th,Never-married, Sales, Female,0,0,12, United-States, <=50K
43, Self-emp-not-inc, Some-college,Married, Farming-fishing, Male,0,0,50, United-States, <=50K
62, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,42, United-States, <=50K
53,Government, Masters,Divorced, Prof-specialty, Female,0,0,40, United-States, >50K
45,Government, Masters,Married, Prof-specialty, Male,0,0,60, United-States, >50K
47, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
30, Private, Some-college,Never-married, Other-service, Female,0,0,40, United-States, <=50K
53, Private, HS-grad,Divorced, Sales, Female,0,0,33, United-States, <=50K
24, Private, HS-grad,Divorced, Machine-op-inspct, Female,0,0,40, United-States, <=50K
41,Government, Some-college,Married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
58,Government, 5th-6th,Divorced, Other-service, Female,0,0,40, Haiti, <=50K
27,Government, HS-grad,Divorced, Adm-clerical, Male,4865,0,50, United-States, <=50K
63,Government, HS-grad,Divorced, Adm-clerical, Female,0,0,38, United-States, <=50K
50, Private, Some-college,Divorced, Other-service, Male,0,0,28, United-States, <=50K
43,Government, Masters,Never-married, Tech-support, Female,8614,0,47, United-States, >50K
29, Self-emp-inc, Some-college,Never-married, Exec-managerial, Male,0,0,60, United-States, <=50K
41, Private, Some-college,Married, Sales, Male,3942,0,40, United-States, <=50K
55, Private, HS-grad,Married, Other-service, Male,0,0,40, United-States, <=50K
36, Private, HS-grad,Never-married, Transport-moving, Male,0,0,45, United-States, <=50K
23,Government, HS-grad,Never-married, Adm-clerical, Male,0,0,40, United-States, <=50K
22, Private, Bachelors,Never-married, Craft-repair, Male,13550,0,55, United-States, >50K
58, Self-emp-not-inc, Some-college,Divorced, Craft-repair, Male,0,0,45, United-States, <=50K
25, Private, 11th,Never-married, Adm-clerical, Female,0,0,40, United-States, <=50K
40, Private, HS-grad,Married, Sales, Female,0,0,30, United-States, <=50K
38, Private, Assoc-voc,Never-married, Prof-specialty, Female,0,0,39, United-States, <=50K
37, Private, Bachelors,Married, Prof-specialty, Male,0,0,40, United-States, >50K
19, Private, Some-college,Never-married, Other-service, Female,0,0,35, United-States, <=50K
55, Private, 10th,Never-married, Other-service, Male,0,0,29, United-States, <=50K
55, Private, Bachelors,Married, Sales, Male,15024,0,50, United-States, >50K
28, Private, Bachelors,Never-married, Adm-clerical, Male,0,0,45, United-States, <=50K
53, Private, HS-grad,Married, Craft-repair, Male,0,0,40, El-Salvador, <=50K
32, ?, HS-grad,Married, ?, Male,0,0,40, ?, <=50K
60, Private, Some-college,Divorced, Prof-specialty, Male,3325,0,42, United-States, <=50K
32, Private, Some-college,Divorced, Adm-clerical, Female,0,0,38, United-States, <=50K
34, Private, HS-grad,Married, Sales, Male,0,0,50, United-States, <=50K
49, Private, Some-college,Divorced, Prof-specialty, Male,0,0,45, United-States, >50K
21, Private, Some-college,Never-married, Other-service, Female,0,0,30, United-States, <=50K
24,Government, Bachelors,Never-married, Adm-clerical, Female,0,0,20, United-States, <=50K
53, Private, Assoc-voc,Divorced, Adm-clerical, Female,2202,0,40, United-States, <=50K
29, Private, Assoc-voc,Married, Other-service, Male,0,0,40, ?, <=50K
34,Government, Bachelors,Married, Prof-specialty, Female,0,0,40, United-States, <=50K
52, ?, Prof-school,Married, ?, Female,0,0,40, Vietnam, <=50K
41, Private, 5th-6th,Married, Farming-fishing, Female,0,0,40, Mexico, <=50K
21, Private, HS-grad,Never-married, Other-service, Female,0,0,40, United-States, <=50K
43, Private, Masters,Married, Exec-managerial, Male,0,0,35, United-States, >50K
31,Government, HS-grad,Never-married, Protective-serv, Male,0,0,40, United-States, <=50K
38, Private, HS-grad,Married, Handlers-cleaners, Male,0,2042,40, United-States, <=50K
42, Private, Bachelors,Married, Exec-managerial, Male,0,2415,60, United-States, >50K
62, Private, Bachelors,Never-married, Farming-fishing, Male,0,0,30, United-States, <=50K
51, Private, 7th-8th,Divorced, Machine-op-inspct, Female,0,0,40, United-States, <=50K
30, Private, HS-grad,Never-married, Sales, Female,0,0,25, United-States, <=50K
24, Private, Bachelors,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
36, Private, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
57, Private, 10th,Married, Craft-repair, Male,0,0,40, United-States, <=50K
46, Private, Bachelors,Married, Exec-managerial, Male,0,0,55, United-States, >50K
33, Private, Doctorate,Married, Prof-specialty, Male,0,0,40, United-States, <=50K
42, Private, Some-college,Never-married, Sales, Male,0,0,45, United-States, <=50K
62, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college,Married, Sales, Male,0,0,20, United-States, <=50K
18, Private, Some-college,Never-married, Sales, Female,0,0,25, United-States, <=50K
43, Private, 5th-6th,Married, Farming-fishing, Male,0,0,35, Mexico, <=50K
62, Self-emp-not-inc, 7th-8th,Divorced, Other-service, Female,0,0,66, United-States, <=50K
29, Private, Assoc-acdm,Married, Prof-specialty, Male,0,0,50, United-States, <=50K
43, Private, Bachelors,Married, Handlers-cleaners, Male,0,0,40, Haiti, >50K
39, Private, HS-grad,Married, Exec-managerial, Male,7298,0,40, United-States, >50K
69, ?, Bachelors,Married, ?, Male,0,0,40, United-States, <=50K
34, Private, Bachelors,Married, Exec-managerial, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm,Married, Exec-managerial, Male,4386,0,45, United-States, >50K
25, Private, Bachelors,Never-married, Adm-clerical, Male,0,0,30, United-States, <=50K
47,Government, Some-college,Divorced, Transport-moving, Male,0,0,40, United-States, <=50K
17, Private, 10th,Never-married, Other-service, Male,0,0,8, United-States, <=50K
41,Government, Bachelors,Divorced, Prof-specialty, Male,0,0,65, United-States, <=50K
19, Private, Some-college,Never-married, Sales, Male,0,0,20, United-States, <=50K
57, Private, 1st-4th,Married, Other-service, Male,0,0,40, Dominican-Republic, <=50K
25, Private, HS-grad,Never-married, Adm-clerical, Male,0,0,35, United-States, <=50K
37,Government, Some-college,Married, Adm-clerical, Male,0,0,40, Canada, >50K
29, Private, Assoc-voc,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
32, Private, Some-college,Never-married, Sales, Male,0,0,35, United-States, <=50K
35, Private, Prof-school,Married, Prof-specialty, Male,0,0,45, United-States, >50K
52, Private, 12th,Never-married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
41, Private, HS-grad,Never-married, Machine-op-inspct, Female,1831,0,40, Peru, <=50K
29, Private, HS-grad,Married, Machine-op-inspct, Female,0,0,38, El-Salvador, <=50K
23, Private, Masters,Never-married, Prof-specialty, Female,0,0,36, United-States, <=50K
31, Private, 11th,Married, Craft-repair, Male,0,0,40, United-States, <=50K
40, Private, HS-grad,Married, Transport-moving, Male,0,0,50, United-States, <=50K
19, Private, HS-grad,Never-married, Adm-clerical, Female,0,0,20, United-States, <=50K
21, Private, Some-college,Never-married, Transport-moving, Male,0,0,10, United-States, <=50K
37,Government, Bachelors,Never-married, Adm-clerical, Female,8614,0,40, United-States, >50K
49, Self-emp-not-inc, Prof-school,Married, Prof-specialty, Male,99999,0,35, United-States, >50K
64,Government, HS-grad,Married, Adm-clerical, Female,0,0,35, United-States, <=50K
37,Government, Assoc-voc,Never-married, Adm-clerical, Female,0,0,43, United-States, <=50K
70, Self-emp-not-inc, Bachelors,Married, Craft-repair, Male,0,2377,12, United-States, >50K
22, Private, 10th,Never-married, Transport-moving, Male,0,0,30, United-States, <=50K
29, Self-emp-inc, HS-grad,Married, Sales, Male,0,0,40, Germany, <=50K
37, Private, HS-grad,Married, Craft-repair, Male,0,0,40, United-States, <=50K
29, Private, Bachelors,Never-married, Tech-support, Male,0,0,40, United-States, <=50K
38, Private, 11th,Divorced, Machine-op-inspct, Male,0,0,65, United-States, <=50K
27, Private, HS-grad,Never-married, Craft-repair, Male,0,0,50, United-States, <=50K
58,Government, Bachelors,Married, Adm-clerical, Male,0,0,35, United-States, >50K
60,Government, Some-college,Married, Adm-clerical, Female,0,0,35, United-States, <=50K
20, Private, Some-college,Never-married, Sales, Male,0,0,25, United-States, <=50K
51, Private, Some-college,Married, Sales, Male,0,0,40, United-States, >50K
37, Private, 9th,Married, Transport-moving, Male,0,0,65, United-States, <=50K
22,Government, 12th,Never-married, Exec-managerial, Male,0,0,50, United-States, >50K
56, Self-emp-not-inc, 10th,Married, Transport-moving, Male,0,0,60, United-States, <=50K
26, Private, Bachelors,Married, Sales, Female,5178,0,42, United-States, >50K
19, Private, Some-college,Divorced, Sales, Female,0,0,25, United-States, <=50K
37, Private, Assoc-voc,Married, Prof-specialty, Female,0,0,30, United-States, <=50K
27, Private, Some-college,Never-married, Tech-support, Female,0,0,40, United-States, <=50K
27, Private, HS-grad,Never-married, Sales, Male,0,0,20, United-States, <=50K
52, Self-emp-not-inc, Some-college,Married, Sales, Male,0,0,50, United-States, <=50K
45, Private, HS-grad,Divorced, Machine-op-inspct, Female,0,0,40, United-States, <=50K
28, Private, Some-college,Never-married, Craft-repair, Male,0,0,40, United-States, <=50K
20, Private, HS-grad,Divorced, Adm-clerical, Female,0,0,40, United-States, <=50K
28, Private, Masters,Never-married, Prof-specialty, Female,0,0,50, United-States, <=50K
44, Private, Assoc-voc,Married, Handlers-cleaners, Male,0,0,40, United-States, <=50K
30, Private, Bachelors,Married, Craft-repair, Male,0,0,40, United-States, <=50K
26,Government, Assoc-acdm,Never-married, Adm-clerical, Female,0,0,8, United-States, <=50K
55, ?, Masters,Married, ?, Male,0,0,18, United-States, <=50K
46, Private, HS-grad,Never-married, Sales, Female,0,0,40, United-States, <=50K
51, Private, Bachelors,Married, Craft-repair, Male,0,0,50, United-States, <=50K
25,Government, Bachelors,Never-married, Prof-specialty, Female,0,0,40, United-States, <=50K
43,Government, HS-grad,Divorced, Other-service, Male,0,0,40, United-States, <=50K
19, ?, HS-grad,Never-married, ?, Female,0,0,28, United-States, <=50K
36, Private, HS-grad,Divorced, Craft-repair, Male,0,0,40, United-States, <=50K
36, Private, Some-college,Never-married, Exec-managerial, Male,0,0,40, United-States, <=50K
48, Private, Bachelors,Never-married, Other-service, Female,0,0,40, Vietnam, <=50K
30, ?, 11th,Never-married, ?, Male,0,0,40, United-States, <=50K
24, Private, Bachelors,Married, Prof-specialty, Male,0,0,44, United-States, >50K
30, Private, HS-grad,Divorced, Other-service, Female,0,0,36, United-States, <=50K
24, Private, Bachelors,Married, Exec-managerial, Female,7688,0,45, United-States, >50K
62, Private, Bachelors,Married, Machine-op-inspct, Male,0,0,40, United-States, <=50K
